topic_id,topic_label,topic_size,log_topic_size,avg_rating,avg_rating_z_year,avg_confidence,prestige_concentration,slope_share_pp_per_year,slope_p_descriptive,initial_share_2023_pp,final_share_2025_pp,delta_share_pp,count_2023,share_2023_pp,count_2024,share_2024_pp,count_2025,share_2025_pp,slope_q_bh_descriptive
11,time-series forecasting,225,5.420534999272286,5.225814814814815,0.0483503349417985,3.606185185185185,0.1111111111111111,0.27169932090748533,0.4015333546574379,1.3673088875077688,1.9107075293227394,0.5433986418149706,44,1.3673088875077688,80,1.982651796778191,101,1.9107075293227394,0.5283285488307766
26,video temporal understanding,153,5.0369526024136295,5.029956427015251,-0.045677158949815125,3.915032679738562,0.1568627450980392,0.26828963169948095,0.027547684874818276,0.9011808576755749,1.4377601210745365,0.5365792633989617,29,0.9011808576755749,48,1.1895910780669146,76,1.4377601210745365,0.3662470273449806
49,hallucination in LVLMs,48,3.8918202981106265,4.826388888888888,-0.09440178536751936,3.7236111111111114,0.020833333333333332,0.2526932429601088,0.11746518867513502,0.062150403977625855,0.5675368898978433,0.5053864859202175,2,0.062150403977625855,16,0.3965303593556382,30,0.5675368898978433,0.3662470273449806
33,retrieval-augmented generation / knowledge retrieval,113,4.736198448394496,5.116076696165192,0.0019511432271759196,3.6485250737463124,0.11504424778761062,0.20341147635545148,0.06518716931415837,0.6525792417650714,1.0594021944759742,0.40682295271090274,21,0.6525792417650714,36,0.8921933085501859,56,1.0594021944759742,0.3662470273449806
53,dexterous manipulation / grasping,54,4.007333185232471,4.798765432098765,-0.004729402477265777,3.7243827160493828,0.18518518518518517,0.20068372498904785,0.4056808499950606,0.27967681789931637,0.681044267877412,0.40136744997809565,9,0.27967681789931637,9,0.22304832713754646,36,0.681044267877412,0.5283285488307766
35,medical image segmentation,101,4.624972813284271,5.013366336633664,-0.09319585104582334,3.768316831683168,0.07920792079207921,0.19934924317832894,0.24488668479544673,0.5282784338098198,0.9269769201664775,0.3986984863566577,17,0.5282784338098198,35,0.8674101610904585,49,0.9269769201664775,0.4033427749572064
54,speculative decoding / inference,60,4.110873864173311,5.145833333333333,0.07260594669984247,3.5402777777777774,0.15,0.14393003599926363,0.23587606808436154,0.27967681789931637,0.5675368898978433,0.287860071998527,9,0.27967681789931637,21,0.5204460966542751,30,0.5675368898978433,0.40027453977952265
13,transformers / attention mechanisms,200,5.303304908059076,5.373333333333334,0.140169071980373,3.3495,0.155,0.14197240409190937,0.6395090049690855,1.3051584835301429,1.5891032917139614,0.2839448081838185,42,1.3051584835301429,74,1.8339529120198266,84,1.5891032917139614,0.7460938391305998
15,PDEs / differential equations,185,5.225746673713202,5.294144144144143,0.1499188682325875,3.4293693693693696,0.14594594594594595,0.13927404659798862,0.38779337103525724,1.3673088875077688,1.6458569807037458,0.27854809319597695,44,1.3673088875077688,54,1.338289962825279,87,1.6458569807037458,0.5283285488307766
32,continual learning / unlearning,132,4.890349128221754,5.175126262626263,-0.014233092291999842,3.7003787878787877,0.06818181818181818,0.0919499119006856,0.16216512229574842,0.9322560596643878,1.1161558834657586,0.1838998238013707,30,0.9322560596643878,43,1.0656753407682775,59,1.1161558834657586,0.3662470273449806
40,anomaly detection,59,4.0943445622221,4.950282485875706,-0.04681576194383374,3.7723163841807907,0.06779661016949153,0.08515992735715941,0.592443531244806,0.435052827843381,0.6053726825576996,0.1703198547143186,14,0.435052827843381,13,0.322180916976456,32,0.6053726825576996,0.7058901648874284
2,image diffusion models,837,6.731018100482083,5.255390567218524,0.0426267394390507,3.636138135062866,0.13859020310633213,0.08219114623639694,0.6843963125951368,6.494717215661902,6.6590995081346955,0.16438229247279335,209,6.494717215661902,276,6.840148698884758,352,6.6590995081346955,0.782167214394442
45,recommender systems,69,4.248495242049359,5.029710144927536,-0.10885268912126114,3.630193236714976,0.08695652173913043,0.079081274527717,0.11386410487232354,0.4661280298321939,0.6242905788876277,0.1581625490554338,15,0.4661280298321939,21,0.5204460966542751,33,0.6242905788876277,0.3662470273449806
28,optimization / convergence / gradients,136,4.919980925828125,5.181004901960784,0.052643921681028195,3.4879901960784316,0.14705882352941177,0.06493694308899524,0.7971826953259294,1.1187072715972655,1.2485811577752555,0.12987388617799,36,1.1187072715972655,34,0.8426270136307311,66,1.2485811577752555,0.8423062441179632
44,conformal prediction,77,4.356708826689592,5.277489177489177,0.07131177329098884,3.4450216450216447,0.11688311688311688,0.06354367353331047,0.5603299591578432,0.49720323182100684,0.6242905788876277,0.1270873470666209,16,0.49720323182100684,28,0.6939281288723668,33,0.6242905788876277,0.6821408198443308
55,face identity / deepfake detection,46,3.8501476017100584,5.083695652173913,-0.13877979781763494,4.02572463768116,0.043478260869565216,0.061497860008507786,0.7354723206213711,0.2175264139216905,0.340522133938706,0.1229957200170155,7,0.2175264139216905,21,0.5204460966542751,18,0.340522133938706,0.7920471145153228
17,audio / speech / audiovisual generation,132,4.890349128221754,5.359469696969697,0.15226705365595805,3.8390151515151514,0.12121212121212122,0.0014226634281674386,0.9088231058440531,1.0565568676196395,1.0594021944759742,0.002845326856334651,34,1.0565568676196395,42,1.0408921933085502,56,1.0594021944759742,0.9277370679886401
50,model quantization / low-bit inference,88,4.48863636973214,5.33474025974026,0.04326253624809307,3.655330086580087,0.14772727272727273,0.001393269555684621,0.9937171005928418,0.6215040397762586,0.6242905788876277,0.0027865391113691684,20,0.6215040397762586,35,0.8674101610904585,33,0.6242905788876277,0.9937171005928418
47,quantum / classical learning,42,3.7612001156935624,5.338095238095238,0.06509124046711882,3.3623015873015882,0.21428571428571427,-0.025649093128488537,0.32710061824293096,0.3729024238657551,0.3216042376087779,-0.05129818625697724,12,0.3729024238657551,13,0.322180916976456,17,0.3216042376087779,0.4893044907579505
48,pruning / sparsity / compression,82,4.418840607796598,5.414634146341464,0.03255832842831779,3.572764227642277,0.0975609756097561,-0.03374416561025087,0.9111703346317002,0.5593536357986327,0.49186530457813094,-0.0674883312205018,18,0.5593536357986327,38,0.9417596034696406,26,0.49186530457813094,0.9277370679886401
19,federated learning,132,4.890349128221754,5.196338383838383,-0.10698461789537421,3.664267676767677,0.05303030303030303,-0.0742489218915449,0.7044795344139855,1.0565568676196395,0.9080590238365494,-0.14849784378309017,34,1.0565568676196395,50,1.2391573729863692,48,0.9080590238365494,0.7890170785436638
51,Bayesian inference,77,4.356708826689592,5.468831168831168,0.1454331276459854,3.4474025974025975,0.18181818181818182,-0.0958945695878766,0.42503129619950414,0.6836544437538844,0.49186530457813094,-0.19178913917575346,22,0.6836544437538844,29,0.7187112763320942,26,0.49186530457813094,0.5409489224357326
42,adversarial robustness,75,4.330733340286331,5.161777777777778,-0.13952453109415383,3.631333333333333,0.08,-0.11751082341172549,0.10384622600588929,0.7458048477315102,0.5107832009080591,-0.23502164682345117,24,0.7458048477315102,24,0.5947955390334573,27,0.5107832009080591,0.3662470273449806
52,self-supervised learning,42,3.7612001156935624,5.546031746031746,0.12189320010296777,3.647222222222222,0.19047619047619047,-0.15063183892534127,0.13335491936810737,0.5282784338098198,0.22701475595913734,-0.3012636778506824,17,0.5282784338098198,13,0.322180916976456,12,0.22701475595913734,0.3662470273449806
30,fairness / group fairness,89,4.499809670330265,5.419288389513109,0.09614714489395376,3.331647940074906,0.06741573033707865,-0.163441688553344,0.21551135290391696,0.9322560596643878,0.6053726825576996,-0.32688337710668824,30,0.9322560596643878,27,0.6691449814126395,32,0.6053726825576996,0.37714486758185467
6,brain / spiking neural networks,402,5.998936561946683,5.389344941956883,0.17806302431390705,3.6353648424543943,0.17412935323383086,-0.1659636828123681,0.7306048719033499,3.6047234307022995,3.2727960650775634,-0.3319273656247361,116,3.6047234307022995,113,2.8004956629491944,173,3.2727960650775634,0.7920471145153228
39,clustering / approximation algorithms,87,4.477336814478207,5.561111111111111,0.21187616849908966,3.4538314176245213,0.10344827586206896,-0.18235958488327228,0.15934452132613225,0.9322560596643878,0.5675368898978433,-0.3647191697665445,30,0.9322560596643878,27,0.6691449814126395,30,0.5675368898978433,0.3662470273449806
43,OOD detection,76,4.343805421853684,5.3673245614035086,-0.04769107736148143,3.6591791979949884,0.06578947368421052,-0.22695596821417183,0.001963051151070961,0.870105655686762,0.41619371925841847,-0.45391193642834354,28,0.870105655686762,26,0.644361833952912,22,0.41619371925841847,0.1099308644599738
31,noisy labels / label noise,147,4.997212273764115,5.347392290249433,0.02907770660852024,3.572108843537415,0.10204081632653061,-0.23840194215897265,0.05006684805092153,1.4605344934742075,0.9837306091562619,-0.4768038843179456,47,1.4605344934742075,48,1.1895910780669146,52,0.9837306091562619,0.3662470273449806
34,optimization / convergence / gradients,96,4.574710978503383,5.53048115079365,0.05107423112874778,3.321602182539683,0.11458333333333333,-0.28572607685627593,0.2735543674851798,1.0254816656308265,0.4540295119182747,-0.5714521537125519,33,1.0254816656308265,39,0.966542750929368,24,0.4540295119182747,0.4376869879762877
41,equivariance / symmetry groups,97,4.584967478670572,5.614089347079037,0.15117156417061373,3.3972508591065287,0.15463917525773196,-0.40664658947600585,0.15911675004131226,1.3051584835301429,0.49186530457813094,-0.8132931789520119,42,1.3051584835301429,29,0.7187112763320942,26,0.49186530457813094,0.3662470273449806
9,causal inference / treatment effects,280,5.638354669333745,5.386369047619048,0.07344325069706639,3.2347619047619047,0.12857142857142856,-0.42749272384080506,0.09196846480889243,2.7656929770043504,1.9107075293227394,-0.854985447681611,89,2.7656929770043504,90,2.2304832713754648,101,1.9107075293227394,0.3662470273449806
25,game theory / equilibria,124,4.8283137373023015,5.645564516129033,0.22357744859412126,3.1704301075268813,0.16129032258064516,-0.44243656861105934,0.20091037849287835,1.5848353014294594,0.6999621642073401,-0.8848731372221192,51,1.5848353014294594,36,0.8921933085501859,37,0.6999621642073401,0.3750327065200396
24,statistical learning theory,222,5.407171771460119,5.671546546546547,0.24661153405318562,3.1918704418704418,0.17567567567567569,-0.5254918946984503,0.1759378532464233,2.2995649471721564,1.2485811577752555,-1.050983789396901,74,2.2995649471721564,82,2.032218091697646,66,1.2485811577752555,0.3687139168175282
18,optimization / convergence / gradients,236,5.4680601411351315,5.470238095238096,0.09634857974225347,3.302754237288136,0.13559322033898305,-0.5457442728390977,0.06318046429600353,2.54816656308266,1.4566780174044647,-1.0914885456781955,82,2.54816656308266,77,1.9083023543990087,77,1.4566780174044647,0.3662470273449806
16,deep learning theory / gradients,298,5.700443573390686,5.511185682326622,0.1513559971986982,3.3202460850111857,0.15771812080536912,-0.5612524799610211,0.032751566333834234,3.014294592914854,1.8917896329928112,-1.122504959922043,97,3.014294592914854,101,2.503097893432466,100,1.8917896329928112,0.3662470273449806
10,differential privacy,219,5.393627546352361,5.560502283105023,0.1660040263550223,3.3030441400304413,0.1689497716894977,-0.6835662621364358,0.208755355641595,2.6724673710379117,1.3053348467650396,-1.367132524272872,86,2.6724673710379117,64,1.5861214374225527,69,1.3053348467650396,0.3771064489009458
27,Bayesian inference,249,5.521460917862246,5.557439280933258,0.1935584926979624,3.3243067508127746,0.1285140562248996,-0.7747460545780718,0.3343932939358555,3.1385954008701056,1.5891032917139614,-1.5494921091561442,101,3.1385954008701056,64,1.5861214374225527,84,1.5891032917139614,0.4893044907579505
12,adversarial robustness,258,5.556828061699537,5.3666943521594686,-0.04910755168938285,3.557281284606866,0.10852713178294573,-0.8132637850795289,0.056587306761371185,3.045369794903667,1.4188422247446084,-1.6265275701590585,98,3.045369794903667,85,2.1065675340768277,75,1.4188422247446084,0.3662470273449806
29,matrix algorithms,201,5.308267697401205,5.69565268893627,0.21351869554665406,3.1934968017057566,0.20398009950248755,-0.8288307799464181,0.09959628902321585,2.641392169049099,0.9837306091562619,-1.657661559892837,85,2.641392169049099,64,1.5861214374225527,52,0.9837306091562619,0.3662470273449806
5,bandits / regret minimization,482,6.180016653652572,5.467511361391029,0.13332774647182924,3.2056905749851805,0.11618257261410789,-0.8408411162428894,0.0747502668214434,4.878806712243629,3.197124479757851,-1.6816822324857785,157,4.878806712243629,156,3.866171003717472,169,3.197124479757851,0.3662470273449806
4,graph neural networks,507,6.230481447578482,5.383291067906452,0.055972805096101405,3.526749319057011,0.10059171597633136,-0.932702846526126,0.1465084272127138,5.251709136109385,3.386303443057132,-1.865405693052253,169,5.251709136109385,159,3.940520446096654,179,3.386303443057132,0.3662470273449806
0,RL / policy learning,1029,6.937314081223682,5.341825165440326,0.054584771216165055,3.4408174834559677,0.11661807580174927,-1.2303510780614242,0.1635031372075806,9.819763828464884,7.359061672342036,-2.4607021561228484,316,9.819763828464884,324,8.029739776951672,389,7.359061672342036,0.3662470273449806
